{(company, "Google"); (value, 0.08); (drop, 0.01); (variation, 0.44); (date, 10.08.2014)} { Emission time: 1719509372222} | { Receive time: 1719509372235 } | { Transmission time: 13 milliseconds }
{(company, "Apple"); (value, 0.16); (drop, 0.71); (variation, 0.21); (date, 06.06.2014)} { Emission time: 1719513951024} | { Receive time: 1719513951039 } | { Transmission time: 15 milliseconds }
{(company, "Google"); (value, 0.97); (drop, 0.54); (variation, 0.5); (date, 27.09.2006)} { Emission time: 1719513952026} | { Receive time: 1719513952039 } | { Transmission time: 13 milliseconds }
{(company, "Microsoft"); (value, 0.31); (drop, 0.32); (variation, 0.04); (date, 16.01.2007)} { Emission time: 1719513962703} | { Receive time: 1719513962722 } | { Transmission time: 19 milliseconds }
{(company, "Apple"); (value, 0.16); (drop, 0.71); (variation, 0.21); (date, 06.06.2014)} { Emission time: 1719513965714} | { Receive time: 1719513965723 } | { Transmission time: 9 milliseconds }
{(company, "Google"); (value, 0.97); (drop, 0.54); (variation, 0.5); (date, 27.09.2006)} { Emission time: 1719513966715} | { Receive time: 1719513966726 } | { Transmission time: 11 milliseconds }
{(company, "Microsoft"); (value, 0.66); (drop, 0.9); (variation, 0.88); (date, 18.07.2018)} { Emission time: 1719513967717} | { Receive time: 1719513967725 } | { Transmission time: 8 milliseconds }
{(company, "Amazon"); (value, 0.78); (drop, 0.58); (variation, 0.43); (date, 14.08.2007)} { Emission time: 1719513968718} | { Receive time: 1719513968735 } | { Transmission time: 17 milliseconds }
{(company, "Apple"); (value, 0.7); (drop, 0.11); (variation, 0.1); (date, 13.03.2002)} { Emission time: 1719513969719} | { Receive time: 1719513969728 } | { Transmission time: 9 milliseconds }
{(company, "Amazon"); (value, 0.3); (drop, 0.48); (variation, 0.23); (date, 17.12.2016)} { Emission time: 1719513972735} | { Receive time: 1719513972745 } | { Transmission time: 10 milliseconds }
{(company, "Amazon"); (value, 0.86); (drop, 0.54); (variation, 0.52); (date, 20.05.2004)} { Emission time: 1719513976812} | { Receive time: 1719513976822 } | { Transmission time: 10 milliseconds }
{(company, "Microsoft"); (value, 0.67); (drop, 0.56); (variation, 0.74); (date, 02.09.2016)} { Emission time: 1719513977812} | { Receive time: 1719513977823 } | { Transmission time: 11 milliseconds }
{(company, "Amazon"); (value, 0.63); (drop, 0.67); (variation, 0.71); (date, 01.12.2016)} { Emission time: 1719513983821} | { Receive time: 1719513983831 } | { Transmission time: 10 milliseconds }
{(company, "Apple"); (value, 0.2); (drop, 0.97); (variation, 0.91); (date, 25.12.2020)} { Emission time: 1719513984822} | { Receive time: 1719513984835 } | { Transmission time: 13 milliseconds }
{(company, "Apple"); (value, 0.89); (drop, 0.03); (variation, 0.01); (date, 07.10.2001)} { Emission time: 1719513986826} | { Receive time: 1719513986869 } | { Transmission time: 43 milliseconds }
{(company, "Microsoft"); (value, 0.46); (drop, 0.48); (variation, 0.11); (date, 22.09.2017)} { Emission time: 1719513988829} | { Receive time: 1719513988836 } | { Transmission time: 7 milliseconds }
{(company, "Microsoft"); (value, 0.82); (drop, 0.65); (variation, 0.81); (date, 18.11.2003)} { Emission time: 1719513990831} | { Receive time: 1719513990845 } | { Transmission time: 14 milliseconds }
{(company, "Apple"); (value, 0.56); (drop, 0.09); (variation, 0.02); (date, 07.09.2012)} { Emission time: 1719514346517} | { Receive time: 1719514346526 } | { Transmission time: 9 milliseconds }
{(company, "Microsoft"); (value, 0.33); (drop, 0.71); (variation, 0.18); (date, 24.05.2017)} { Emission time: 1719514347518} | { Receive time: 1719514347527 } | { Transmission time: 9 milliseconds }
{(company, "Amazon"); (value, 0.29); (drop, 0.35); (variation, 0.44); (date, 07.01.2021)} { Emission time: 1719514348519} | { Receive time: 1719514348526 } | { Transmission time: 7 milliseconds }
{(company, "Amazon"); (value, 0.7); (drop, 0.95); (variation, 0.09); (date, 20.05.2001)} { Emission time: 1719514350521} | { Receive time: 1719514350530 } | { Transmission time: 9 milliseconds }
{(company, "Microsoft"); (value, 0.71); (drop, 0.83); (variation, 0.84); (date, 05.08.2017)} { Emission time: 1719514530586} | { Receive time: 1719514530599 } | { Transmission time: 13 milliseconds }
{(company, "Microsoft"); (value, 0.15); (drop, 0.55); (variation, 0.64); (date, 03.01.2006)} { Emission time: 1719514531588} | { Receive time: 1719514531595 } | { Transmission time: 7 milliseconds }
{(company, "Microsoft"); (value, 0.71); (drop, 0.83); (variation, 0.84); (date, 05.08.2017)} { Emission time: 1719514544153} | { Receive time: 1719514544163 } | { Transmission time: 10 milliseconds }
{(company, "Microsoft"); (value, 0.15); (drop, 0.55); (variation, 0.64); (date, 03.01.2006)} { Emission time: 1719514545155} | { Receive time: 1719514545164 } | { Transmission time: 9 milliseconds }
{(company, "Microsoft"); (value, 0.29); (drop, 0.65); (variation, 0.14); (date, 07.02.2021)} { Emission time: 1719514547158} | { Receive time: 1719514547166 } | { Transmission time: 8 milliseconds }
{(company, "Microsoft"); (value, 0.34); (drop, 0.91); (variation, 0.35); (date, 10.02.2014)} { Emission time: 1719514548159} | { Receive time: 1719514548185 } | { Transmission time: 26 milliseconds }
{(company, "Google"); (value, 0.06); (drop, 0.63); (variation, 0.82); (date, 21.10.2017)} { Emission time: 1719514552175} | { Receive time: 1719514552208 } | { Transmission time: 33 milliseconds }
{(company, "Google"); (value, 0.74); (drop, 0.95); (variation, 0.15); (date, 20.07.2002)} { Emission time: 1719514553178} | { Receive time: 1719514553189 } | { Transmission time: 11 milliseconds }
{(company, "Google"); (value, 0.1); (drop, 0.71); (variation, 0.82); (date, 07.10.2020)} { Emission time: 1719514556183} | { Receive time: 1719514556198 } | { Transmission time: 15 milliseconds }
{(company, "Google"); (value, 0.66); (drop, 0.52); (variation, 0.67); (date, 22.03.2005)} { Emission time: 1719514557193} | { Receive time: 1719514557213 } | { Transmission time: 20 milliseconds }
{(company, "Apple"); (value, 0.8); (drop, 0.14); (variation, 0.79); (date, 14.03.2017)} { Emission time: 1719514558194} | { Receive time: 1719514558213 } | { Transmission time: 19 milliseconds }
{(company, "Microsoft"); (value, 0.79); (drop, 0.63); (variation, 0.64); (date, 15.08.2011)} { Emission time: 1719514622245} | { Receive time: 1719514622264 } | { Transmission time: 19 milliseconds }
{(company, "Amazon"); (value, 0.13); (drop, 0.69); (variation, 0.39); (date, 01.02.2005)} { Emission time: 1719514623246} | { Receive time: 1719514623269 } | { Transmission time: 23 milliseconds }
{(company, "Amazon"); (value, 0.49); (drop, 0.66); (variation, 0.08); (date, 10.12.2003)} { Emission time: 1719514624253} | { Receive time: 1719514624266 } | { Transmission time: 13 milliseconds }
{(company, "Google"); (value, 0.7); (drop, 0.73); (variation, 0.47); (date, 06.08.2018)} { Emission time: 1719514625254} | { Receive time: 1719514625263 } | { Transmission time: 9 milliseconds }
{(company, "Amazon"); (value, 0.81); (drop, 0.56); (variation, 0.02); (date, 12.03.2005)} { Emission time: 1719514683770} | { Receive time: 1719514683779 } | { Transmission time: 9 milliseconds }
{(company, "Amazon"); (value, 0.81); (drop, 0.56); (variation, 0.02); (date, 12.03.2005)} { Emission time: 1719514698582} | { Receive time: 1719514698592 } | { Transmission time: 10 milliseconds }
{(company, "Amazon"); (value, 0.45); (drop, 0.8); (variation, 0.34); (date, 18.05.2014)} { Emission time: 1719514701588} | { Receive time: 1719514701607 } | { Transmission time: 19 milliseconds }
{(company, "Apple"); (value, 0.37); (drop, 0.67); (variation, 0.53); (date, 11.06.2005)} { Emission time: 1719514702604} | { Receive time: 1719514702616 } | { Transmission time: 12 milliseconds }
{(company, "Apple"); (value, 0.31); (drop, 0.22); (variation, 0.85); (date, 13.10.2009)} { Emission time: 1719514703616} | { Receive time: 1719514703631 } | { Transmission time: 15 milliseconds }
{(company, "Amazon"); (value, 0.83); (drop, 0.02); (variation, 0.0); (date, 16.01.2003)} { Emission time: 1719514774245} | { Receive time: 1719514774265 } | { Transmission time: 20 milliseconds }
{(company, "Google"); (value, 0.57); (drop, 0.46); (variation, 0.68); (date, 05.04.2016)} { Emission time: 1719514775248} | { Receive time: 1719514775259 } | { Transmission time: 11 milliseconds }
{(company, "Amazon"); (value, 0.81); (drop, 0.78); (variation, 0.68); (date, 16.04.2002)} { Emission time: 1719514776251} | { Receive time: 1719514776260 } | { Transmission time: 9 milliseconds }
{(company, "Amazon"); (value, 0.83); (drop, 0.02); (variation, 0.0); (date, 16.01.2003)} { Emission time: 1719514787819} | { Receive time: 1719514787892 } | { Transmission time: 73 milliseconds }
{(company, "Google"); (value, 0.57); (drop, 0.46); (variation, 0.68); (date, 05.04.2016)} { Emission time: 1719514788820} | { Receive time: 1719514788828 } | { Transmission time: 8 milliseconds }
{(company, "Amazon"); (value, 0.81); (drop, 0.78); (variation, 0.68); (date, 16.04.2002)} { Emission time: 1719514789821} | { Receive time: 1719514789829 } | { Transmission time: 8 milliseconds }
{(company, "Microsoft"); (value, 0.97); (drop, 0.07); (variation, 0.35); (date, 22.09.2006)} { Emission time: 1719514874215} | { Receive time: 1719514874225 } | { Transmission time: 10 milliseconds }
{(company, "Microsoft"); (value, 0.09); (drop, 0.82); (variation, 0.8); (date, 04.07.2007)} { Emission time: 1719514875216} | { Receive time: 1719514875226 } | { Transmission time: 10 milliseconds }
{(company, "Microsoft"); (value, 0.97); (drop, 0.07); (variation, 0.35); (date, 22.09.2006)} { Emission time: 1719514888833} | { Receive time: 1719514888843 } | { Transmission time: 10 milliseconds }
{(company, "Microsoft"); (value, 0.09); (drop, 0.82); (variation, 0.8); (date, 04.07.2007)} { Emission time: 1719514889835} | { Receive time: 1719514889845 } | { Transmission time: 10 milliseconds }
{(company, "Amazon"); (value, 0.97); (drop, 0.22); (variation, 0.97); (date, 13.02.2005)} { Emission time: 1719514892839} | { Receive time: 1719514892845 } | { Transmission time: 6 milliseconds }
{(company, "Apple"); (value, 0.37); (drop, 0.2); (variation, 0.3); (date, 06.01.2021)} { Emission time: 1719514895842} | { Receive time: 1719514895850 } | { Transmission time: 8 milliseconds }
{(company, "Microsoft"); (value, 0.02); (drop, 0.11); (variation, 0.62); (date, 26.11.2005)} { Emission time: 1719514896857} | { Receive time: 1719514896873 } | { Transmission time: 16 milliseconds }
{(company, "Amazon"); (value, 0.26); (drop, 0.68); (variation, 0.14); (date, 02.04.2013)} { Emission time: 1719514898860} | { Receive time: 1719514898868 } | { Transmission time: 8 milliseconds }
{(company, "Apple"); (value, 0.22); (drop, 0.54); (variation, 0.4); (date, 07.10.2016)} { Emission time: 1719514899861} | { Receive time: 1719514899871 } | { Transmission time: 10 milliseconds }
{(company, "Microsoft"); (value, 0.65); (drop, 0.7); (variation, 0.4); (date, 05.04.2013)} { Emission time: 1719514900863} | { Receive time: 1719514900876 } | { Transmission time: 13 milliseconds }
{(company, "Amazon"); (value, 0.89); (drop, 0.96); (variation, 0.22); (date, 03.11.2003)} { Emission time: 1719514913620} | { Receive time: 1719514913664 } | { Transmission time: 44 milliseconds }
{(company, "Apple"); (value, 0.8); (drop, 0.74); (variation, 0.72); (date, 14.05.2012)} { Emission time: 1719514914621} | { Receive time: 1719514914633 } | { Transmission time: 12 milliseconds }
{(company, "Google"); (value, 0.92); (drop, 0.27); (variation, 0.34); (date, 07.10.2009)} { Emission time: 1719514915646} | { Receive time: 1719514915654 } | { Transmission time: 8 milliseconds }
{(company, "Apple"); (value, 0.72); (drop, 0.34); (variation, 0.39); (date, 30.07.2007)} { Emission time: 1719514916647} | { Receive time: 1719514916663 } | { Transmission time: 16 milliseconds }
{(company, "Microsoft"); (value, 0.82); (drop, 0.23); (variation, 0.94); (date, 24.05.2000)} { Emission time: 1719514946493} | { Receive time: 1719514946503 } | { Transmission time: 10 milliseconds }
{(company, "Microsoft"); (value, 0.82); (drop, 0.23); (variation, 0.94); (date, 24.05.2000)} { Emission time: 1719514960101} | { Receive time: 1719514960113 } | { Transmission time: 12 milliseconds }
{(company, "Google"); (value, 0.9); (drop, 0.07); (variation, 0.99); (date, 16.01.2015)} { Emission time: 1719514962105} | { Receive time: 1719514962118 } | { Transmission time: 13 milliseconds }
{(company, "Amazon"); (value, 0.46); (drop, 0.9); (variation, 0.35); (date, 02.08.2013)} { Emission time: 1719515108943} | { Receive time: 1719515108962 } | { Transmission time: 19 milliseconds }
{(company, "Amazon"); (value, 0.46); (drop, 0.9); (variation, 0.35); (date, 02.08.2013)} { Emission time: 1719515122178} | { Receive time: 1719515122199 } | { Transmission time: 21 milliseconds }
{(company, "Apple"); (value, 0.28); (drop, 0.28); (variation, 0.57); (date, 09.04.2016)} { Emission time: 1719515123179} | { Receive time: 1719515123188 } | { Transmission time: 9 milliseconds }
{(company, "Amazon"); (value, 0.65); (drop, 0.91); (variation, 0.49); (date, 08.01.2015)} { Emission time: 1719515124180} | { Receive time: 1719515124187 } | { Transmission time: 7 milliseconds }
{(company, "Apple"); (value, 0.52); (drop, 0.38); (variation, 0.23); (date, 18.08.2002)} { Emission time: 1719515126183} | { Receive time: 1719515126192 } | { Transmission time: 9 milliseconds }
{(company, "Amazon"); (value, 0.96); (drop, 0.58); (variation, 0.57); (date, 26.01.2011)} { Emission time: 1719515128186} | { Receive time: 1719515128233 } | { Transmission time: 47 milliseconds }
{(company, "Amazon"); (value, 0.17); (drop, 0.79); (variation, 0.77); (date, 14.05.2010)} { Emission time: 1719515129187} | { Receive time: 1719515129205 } | { Transmission time: 18 milliseconds }
{(company, "Apple"); (value, 0.17); (drop, 0.06); (variation, 0.4); (date, 26.07.2021)} { Emission time: 1719515130200} | { Receive time: 1719515130208 } | { Transmission time: 8 milliseconds }
{(company, "Apple"); (value, 0.53); (drop, 0.14); (variation, 0.26); (date, 15.01.2015)} { Emission time: 1719515133264} | { Receive time: 1719515133273 } | { Transmission time: 9 milliseconds }
{(company, "Amazon"); (value, 0.13); (drop, 0.67); (variation, 0.79); (date, 07.07.2019)} { Emission time: 1719515137269} | { Receive time: 1719515137275 } | { Transmission time: 6 milliseconds }
{(company, "Microsoft"); (value, 0.3); (drop, 0.48); (variation, 0.26); (date, 19.05.2004)} { Emission time: 1719515138270} | { Receive time: 1719515138280 } | { Transmission time: 10 milliseconds }
{(company, "Apple"); (value, 0.07); (drop, 0.8); (variation, 0.62); (date, 02.04.2004)} { Emission time: 1719515139271} | { Receive time: 1719515139284 } | { Transmission time: 13 milliseconds }
{(company, "Amazon"); (value, 0.09); (drop, 0.4); (variation, 0.82); (date, 09.07.2013)} { Emission time: 1719515140272} | { Receive time: 1719515140277 } | { Transmission time: 5 milliseconds }
{(company, "Apple"); (value, 0.3); (drop, 0.29); (variation, 1.0); (date, 12.07.2013)} { Emission time: 1719515142274} | { Receive time: 1719515142282 } | { Transmission time: 8 milliseconds }
{(company, "Apple"); (value, 0.39); (drop, 0.64); (variation, 0.28); (date, 27.09.2000)} { Emission time: 1719515143274} | { Receive time: 1719515143290 } | { Transmission time: 16 milliseconds }
{(company, "Apple"); (value, 0.39); (drop, 0.27); (variation, 0.72); (date, 25.07.2019)} { Emission time: 1719515145276} | { Receive time: 1719515145287 } | { Transmission time: 11 milliseconds }
{(company, "Amazon"); (value, 0.96); (drop, 0.95); (variation, 0.22); (date, 06.11.2013)} { Emission time: 1719515148281} | { Receive time: 1719515148326 } | { Transmission time: 45 milliseconds }
{(company, "Apple"); (value, 0.72); (drop, 0.46); (variation, 0.29); (date, 06.10.2022)} { Emission time: 1719515192433} | { Receive time: 1719515192464 } | { Transmission time: 31 milliseconds }
{(company, "Google"); (value, 0.81); (drop, 0.4); (variation, 0.12); (date, 25.11.2019)} { Emission time: 1719515203913} | { Receive time: 1719515204720 } | { Transmission time: 807 milliseconds }
{(company, "Apple"); (value, 0.72); (drop, 0.46); (variation, 0.29); (date, 06.10.2022)} { Emission time: 1719515207936} | { Receive time: 1719515207949 } | { Transmission time: 13 milliseconds }
{(company, "Google"); (value, 0.17); (drop, 0.27); (variation, 0.06); (date, 10.05.2019)} { Emission time: 1719515211966} | { Receive time: 1719515211975 } | { Transmission time: 9 milliseconds }
{(company, "Apple"); (value, 0.81); (drop, 0.37); (variation, 0.19); (date, 24.01.2015)} { Emission time: 1719515212968} | { Receive time: 1719515213001 } | { Transmission time: 33 milliseconds }
{(company, "Microsoft"); (value, 0.12); (drop, 0.79); (variation, 0.09); (date, 13.02.2014)} { Emission time: 1719515218000} | { Receive time: 1719515218032 } | { Transmission time: 32 milliseconds }
{(company, "Microsoft"); (value, 0.26); (drop, 0.17); (variation, 0.89); (date, 21.11.2000)} { Emission time: 1719515221004} | { Receive time: 1719515221010 } | { Transmission time: 6 milliseconds }
{(company, "Google"); (value, 0.29); (drop, 0.14); (variation, 0.46); (date, 09.02.2003)} { Emission time: 1719515250975} | { Receive time: 1719515251060 } | { Transmission time: 85 milliseconds }
{(company, "Microsoft"); (value, 0.63); (drop, 0.69); (variation, 0.22); (date, 30.08.2006)} { Emission time: 1719515251978} | { Receive time: 1719515251993 } | { Transmission time: 15 milliseconds }
{(company, "Google"); (value, 0.68); (drop, 0.79); (variation, 0.44); (date, 23.12.2010)} { Emission time: 1719515253996} | { Receive time: 1719515254069 } | { Transmission time: 73 milliseconds }
{(company, "Amazon"); (value, 0.51); (drop, 0.99); (variation, 0.0); (date, 28.11.2006)} { Emission time: 1719515255043} | { Receive time: 1719515255096 } | { Transmission time: 53 milliseconds }
{(company, "Microsoft"); (value, 0.63); (drop, 0.69); (variation, 0.22); (date, 30.08.2006)} { Emission time: 1719515266104} | { Receive time: 1719515266142 } | { Transmission time: 38 milliseconds }
{(company, "Google"); (value, 0.68); (drop, 0.79); (variation, 0.44); (date, 23.12.2010)} { Emission time: 1719515268105} | { Receive time: 1719515268119 } | { Transmission time: 14 milliseconds }
{(company, "Amazon"); (value, 0.51); (drop, 0.99); (variation, 0.0); (date, 28.11.2006)} { Emission time: 1719515269106} | { Receive time: 1719515269115 } | { Transmission time: 9 milliseconds }
{(company, "Apple"); (value, 0.91); (drop, 0.84); (variation, 0.51); (date, 04.07.2014)} { Emission time: 1719515272111} | { Receive time: 1719515272121 } | { Transmission time: 10 milliseconds }
{(company, "Apple"); (value, 0.64); (drop, 0.47); (variation, 0.01); (date, 23.01.2009)} { Emission time: 1719515276119} | { Receive time: 1719515276176 } | { Transmission time: 57 milliseconds }
{(company, "Google"); (value, 0.11); (drop, 0.3); (variation, 0.35); (date, 23.11.2021)} { Emission time: 1719515278145} | { Receive time: 1719515278157 } | { Transmission time: 12 milliseconds }
{(company, "Google"); (value, 0.03); (drop, 0.14); (variation, 0.34); (date, 01.06.2013)} { Emission time: 1719515280149} | { Receive time: 1719515280160 } | { Transmission time: 11 milliseconds }
{(company, "Apple"); (value, 0.75); (drop, 0.91); (variation, 0.03); (date, 30.01.2000)} { Emission time: 1719515284152} | { Receive time: 1719515284165 } | { Transmission time: 13 milliseconds }
{(company, "Amazon"); (value, 0.86); (drop, 0.4); (variation, 0.59); (date, 02.03.2006)} { Emission time: 1719515286154} | { Receive time: 1719515286163 } | { Transmission time: 9 milliseconds }
{(company, "Apple"); (value, 0.83); (drop, 0.86); (variation, 0.05); (date, 07.03.2011)} { Emission time: 1719515288157} | { Receive time: 1719515288176 } | { Transmission time: 19 milliseconds }
